ISO3,Country,hdicode,region,hdi_rank_2021,le_1990,le_1991,le_1992,le_1993,le_1994,le_1995,le_1996,le_1997,le_1998,le_1999,le_2000,le_2001,le_2002,le_2003,le_2004,le_2005,le_2006,le_2007,le_2008,le_2009,le_2010,le_2011,le_2012,le_2013,le_2014,le_2015,le_2016,le_2017,le_2018,le_2019,le_2020,le_2021
MRT,Mauritania,Medium,SSA,158,59.7696,59.9361,60.2614,60.379,60.3358,60.259,60.0633,60.4521,60.6093,60.8187,61.0282,61.1852,61.2679,61.3473,61.5931,61.656,61.8909,62.2285,62.399,62.8005,63.1049,63.3456,63.5779,63.9106,64.1546,64.4847,64.7679,65.0827,65.31,65.6869,64.5321,64.3636
MUS,Mauritius,Very High,SSA,63,69.3874,70.0994,70.2878,70.2711,70.3387,70.5263,70.4176,70.6451,70.7884,71.3651,71.6366,71.8868,72.0109,72.2796,72.4841,72.6748,72.8912,73.0795,73.3384,73.6335,73.9987,74.2406,74.368,74.7117,74.8523,74.9754,75.0114,74.8812,74.9194,75.1179,74.3306,73.5552
MWI,Malawi,Low,SSA,169,43.3227,43.3124,43.4126,43.3876,43.5613,43.6414,43.4408,43.1312,42.8479,43.568,44.5181,45.895,47.2214,48.79,50.4534,52.0445,53.2377,53.946,54.6036,55.4476,56.3806,57.4547,58.6786,59.7288,60.8991,61.3781,62.2093,62.9769,63.2758,64.1188,63.7167,62.9044
MYS,Malaysia,Very High,EAP,62,71.3071,71.4417,71.5257,71.8256,72.1627,72.3838,72.3266,72.2836,72.1684,72.2828,72.7755,73.3439,73.5627,73.7964,73.8985,74.0959,74.1642,74.2109,74.2502,74.2266,74.4423,74.7459,74.944,75.0348,75.1459,75.0942,75.2888,75.4763,75.6444,75.7603,75.9378,74.8839
NAM,Namibia,Medium,SSA,139,62.4964,62.0982,61.5449,60.8596,59.8463,58.634,56.9178,55.5576,54.1014,53.036,51.9903,51.2604,51.2539,51.0832,51.2464,51.7866,52.6551,53.6799,54.6529,55.4959,56.0153,56.553,57.64,58.6938,59.8217,60.7002,61.6825,62.2931,62.5859,63.075,62.829,59.269
NER,Niger,Low,SSA,189,41.8517,42.2176,42.9473,43.8172,44.7137,45.7738,46.6763,47.5053,48.1905,48.7377,49.3216,49.8407,50.5616,51.4344,52.5891,53.59,54.5965,55.5533,56.508,57.3961,58.3668,58.9941,59.6498,60.239,60.786,61.0827,61.6288,62.1599,62.4544,62.8967,61.4506,61.5763
NGA,Nigeria,Low,SSA,163,46.0374,45.6908,45.6678,45.7879,45.5132,45.487,45.5666,45.7924,46.0363,46.6139,47.1928,47.6187,47.9285,48.4405,48.7672,49.297,49.7305,50.033,50.2251,50.7124,50.9448,51.3573,51.4973,51.7068,51.7911,51.8413,52.0427,52.3052,52.5536,52.9104,52.887,52.676
NIC,Nicaragua,Medium,LAC,126,63.0963,63.9307,64.2657,64.6846,65.1813,65.6078,66.0519,66.515,65.2092,67.1202,67.2335,67.2145,67.1799,67.2174,67.4233,67.9359,68.7246,69.5595,70.5863,71.4328,72.009,72.4162,72.6148,72.7044,72.8121,72.983,73.2562,73.5536,73.8497,74.0543,71.7954,73.8368
NLD,Netherlands,Very High,,10,77.0067,77.1564,77.3595,77.0352,77.5128,77.5454,77.5498,77.9245,77.9971,77.9601,78.1222,78.3304,78.4046,78.6571,79.2308,79.4797,79.8376,80.2452,80.3766,80.66,80.8186,81.0999,81.0495,81.2919,81.6425,81.4821,81.547,81.7291,81.7741,82.0455,81.6381,81.6873
NOR,Norway,Very High,,2,76.5865,77.0382,77.2461,77.2206,77.7726,77.7967,78.2332,78.2386,78.4083,78.3868,78.6919,78.8959,78.9605,79.5294,79.9648,80.1699,80.4411,80.5033,80.678,80.8669,81.0401,81.243,81.4437,81.6666,82.0859,82.2718,82.4147,82.624,82.7605,82.9552,83.1951,83.2339
NPL,Nepal,Medium,SA,143,54.8333,55.7116,56.7101,57.6189,58.5535,59.3175,59.981,60.7706,61.5493,62.1132,62.6145,63.3362,63.2638,64.1966,64.8177,65.4566,65.8685,66.3288,66.4207,66.7609,66.8138,67.313,67.47,67.9651,68.0855,67.4562,68.7758,68.9099,68.9786,69.5576,69.2456,68.4495
NRU,Nauru,,EAP,,61.3557,61.3031,61.2233,61.3376,61.4626,61.3214,60.5041,59.644,59.2238,58.8032,58.7323,58.2777,58.1807,58.0951,58.072,58.1613,58.3785,58.5303,58.833,59.1233,59.6402,60.2398,60.7152,61.2314,61.8074,62.269,62.7018,62.988,63.2337,63.4845,63.4367,63.617
NZL,New Zealand,Very High,,13,75.4242,76.0788,76.1899,76.4999,76.9197,76.7886,76.8094,77.3484,78.1725,77.9177,78.6782,78.6736,78.8773,79.1548,79.3715,80.0572,80.0489,80.1631,80.2908,80.5938,81.1019,80.8863,81.2089,81.6518,81.7921,81.9765,82.07,82.2189,82.3803,82.5665,82.7419,82.4513
OMN,Oman,Very High,AS,54,69.782,70.189,70.6556,71.1648,71.3845,71.9901,72.1909,72.4145,72.9702,73.184,73.4658,73.8075,73.8687,74.14,74.3285,74.3962,74.4802,74.461,74.6115,74.6814,76.2695,76.6075,77.0607,77.2465,77.4462,77.6869,77.9158,77.9243,77.9659,78.0022,74.7571,72.5406
PAK,Pakistan,Low,SA,161,60.0656,60.2594,60.1158,59.9342,60.1159,59.8784,60.3982,60.6034,61.0898,61.679,62.1018,62.4214,62.6264,62.843,63.0522,62.4657,63.7312,63.8517,64.036,64.14,64.4361,64.6482,64.7823,65.1495,65.2842,65.6971,65.8797,66.2972,66.482,66.7558,66.2695,66.0979
PAN,Panama,Very High,LAC,61,71.0972,71.2068,71.4617,71.8,72.0955,72.3847,72.6753,72.9702,73.2792,73.6216,74.0015,74.4144,74.8238,75.2175,75.5444,75.8285,76.0123,76.154,76.2247,76.3429,76.4479,76.6269,76.8185,77.0378,77.2478,77.4684,77.6529,77.7954,77.8629,77.8103,76.657,76.2233
PER,Peru,High,LAC,84,65.1059,65.4342,66.1489,66.6814,67.2268,67.6445,68.1474,68.6052,69.082,69.7427,70.424,71.0409,71.6608,72.2166,72.668,72.9858,73.1721,73.2227,73.3772,73.4661,73.7106,74.1327,74.544,74.9668,75.3334,75.6206,75.789,75.879,76.0089,76.1559,73.6655,72.3769
PHL,Philippines,Medium,EAP,116,65.9093,66.304,67.0877,67.5417,67.9422,68.2231,68.6139,68.8841,69.0996,69.2977,69.4134,69.6136,69.781,69.9242,70.0367,70.2402,70.2817,70.4832,70.5638,70.6334,70.7542,70.7881,70.8813,70.8349,71.151,71.2684,71.3871,71.5156,71.689,71.8649,72.1191,69.2664
PLW,Palau,High,EAP,80,61.5816,61.8904,62.236,62.5928,62.9177,63.2213,63.5659,63.9808,64.5538,65.169,65.8914,66.5528,66.9603,67.2275,67.1912,66.9917,66.7302,66.4874,66.207,65.9182,65.5975,65.1546,64.7077,64.227,63.8575,63.7461,63.8521,64.0828,64.3886,64.8043,65.3491,66.0204
PNG,Papua New Guinea,Medium,EAP,156,59.7212,59.9078,60.2184,60.5059,60.7564,61.0491,61.1049,61.3771,60.6294,61.6723,61.7199,61.7728,61.6978,61.7973,61.7611,61.8008,61.9172,62.0338,62.5708,62.7882,63.0395,63.5259,63.7325,63.9611,64.2589,64.7006,64.8399,65.1028,65.1822,65.4738,65.7868,65.3506
POL,Poland,Very High,,34,70.678,70.3777,70.9072,71.4197,71.7101,71.9193,72.2472,72.5951,72.9517,72.9946,73.7335,74.2193,74.5826,74.7384,74.972,75.0936,75.2835,75.3386,75.5842,75.7811,76.3175,76.6506,76.7138,76.9705,77.5691,77.4151,77.8025,77.7205,77.6282,77.9272,76.9424,76.4572
PRK,Korea (Democratic People's Rep. of),,EAP,,70.21,70.3125,70.8239,71.8705,70.7181,60.8944,60.9557,60.9735,60.906,60.7984,60.7631,60.7449,60.7917,69.5458,69.4367,69.2853,69.0855,68.9109,68.9578,69.7317,70.4187,70.9778,71.6261,72.3189,72.9423,72.7844,72.8045,72.9778,73.0309,73.1985,73.2741,73.2845
PRT,Portugal,Very High,,38,74.304,74.2401,74.8701,74.7614,75.73,75.5501,75.4763,75.9227,76.1164,76.3221,76.8304,77.1508,77.3676,77.5784,78.4199,78.3053,79.0713,79.281,79.5613,79.7706,80.035,80.4971,80.4784,80.8172,81.2157,81.2093,81.2324,81.498,81.3947,81.7007,81.0545,81.0443
PRY,Paraguay,High,LAC,105,67.9441,68.1729,68.3952,68.6334,68.8237,69.0092,69.2017,69.3249,69.4779,69.6342,69.7502,69.8997,70.025,70.297,70.4809,70.5269,70.7809,71.1061,71.3838,71.6345,71.8872,72.1314,72.4536,72.7568,72.8777,73.1905,73.5336,73.6436,73.5676,73.6207,73.1816,70.2617
PSE,"Palestine, State of",High,AS,106,67.9337,68.3056,68.5922,68.8526,69.4135,69.6619,70.0548,70.396,70.6323,70.8548,70.3885,69.8871,70.9694,71.0533,71.1823,72.0673,71.915,72.1525,72.4131,72.6076,73.0045,73.2429,73.4665,74.0292,72.6221,74.4057,74.5544,74.8329,74.793,75.2406,74.4035,73.4727
QAT,Qatar,Very High,AS,42,73.9817,73.966,74.1222,74.2434,74.3478,74.2499,74.6847,74.7873,74.8092,74.8,74.8279,75.2634,75.4118,75.565,75.9606,76.0637,76.5703,77.0155,77.4272,77.8776,78.4251,78.8911,79.2265,79.5364,79.7677,80.0639,80.4335,80.7171,80.8982,80.9897,79.0987,79.2716
ROU,Romania,Very High,,53,69.729,69.8842,69.4055,69.5784,69.5789,69.5602,68.9817,69.4482,70.125,70.6008,71.2823,71.2944,70.7048,69.8004,69.5031,70.6095,71.4718,72.5458,73.6078,74.029,73.9959,74.4314,74.3908,74.9756,74.9279,74.7901,75.2458,75.9519,76.1546,76.5079,75.3456,74.1847
RUS,Russian Federation,Very High,,52,68.5354,68.4246,67.56,65.019,63.9354,64.101,65.4217,66.3645,66.7722,65.6306,65.2711,65.4166,65.1401,65.264,65.904,66.0746,67.2791,68.1535,68.4943,69.2116,69.386,70.3981,70.7695,71.3025,71.5664,72.1006,72.6609,73.3743,73.5306,73.9332,71.3423,69.419
RWA,Rwanda,Low,SSA,165,48.4312,46.519,44.3189,42.1658,14.0985,39.9692,40.6979,40.6402,41.6813,44.6162,47.1292,49.0206,51.0322,53.3678,55.4912,57.316,58.7137,59.9653,61.1342,61.9578,62.5397,63.2615,64.0094,64.4257,64.9401,65.2977,65.7373,65.9409,66.2505,66.437,66.7741,66.0722
SAU,Saudi Arabia,Very High,AS,35,68.9485,69.3658,69.9254,70.3033,70.705,71.0109,71.2731,71.4826,71.8787,72.1359,72.4667,72.9744,73.3366,73.6284,74.1526,74.5883,74.8096,75.0458,75.2744,75.4313,75.7629,76.234,76.4611,76.6257,76.7573,76.9185,77.0643,77.1605,77.2115,77.3036,76.2392,76.936
SDN,Sudan,Low,AS,172,49.7321,50.2129,45.8909,46.5752,56.6437,51.991,52.2756,52.8331,48.8104,57.0148,58.3185,58.5615,58.9763,58.1999,56.7726,57.2786,60.2806,61.2564,61.2055,62.6439,63.0161,63.2463,63.7922,63.6779,64.2691,64.6587,64.7801,65.4447,65.681,65.8755,65.6136,65.2667
SEN,Senegal,Low,SSA,170,56.9484,57.1389,57.1124,56.9961,56.9545,56.8385,56.6719,56.591,56.4179,56.609,56.9434,57.5639,58.231,59.1219,60.0266,60.9152,61.7502,62.5429,63.2421,63.9231,64.6154,65.262,65.4567,66.0719,66.4519,66.8794,67.4969,67.7503,68.0966,68.5258,68.0064,67.0926
SGP,Singapore,Very High,EAP,12,74.9444,75.3289,75.6009,75.8015,75.8847,75.9757,76.5357,77.2281,77.9875,78.4701,79.0691,79.1863,79.3025,79.3985,79.7654,80.3541,80.71,80.9576,81.1698,81.4555,81.691,81.9745,82.2434,82.5157,82.6524,82.8265,83.0001,83.2236,83.4576,83.7584,82.861,82.7545
SLB,Solomon Islands,Medium,EAP,155,65.3917,65.5793,65.7671,65.958,66.1876,66.3807,66.5898,66.7416,66.9204,67.0685,67.2249,67.3635,67.5148,67.6443,67.8009,67.9363,68.0899,67.9856,68.4039,68.4656,68.7318,68.908,69.0839,69.188,69.2337,69.5834,69.8007,69.9882,70.1733,70.3821,70.1987,70.3477
SLE,Sierra Leone,Low,SSA,181,44.0568,43.5063,43.6214,43.5936,42.9245,42.7157,43.6799,43.7149,42.7892,42.0712,45.0503,45.6607,46.3586,46.9628,47.5771,48.2373,49.323,50.3654,51.5259,52.6256,53.6932,54.6198,55.451,56.3132,56.3933,57.189,58.4045,58.6517,59.7959,60.2549,59.7632,60.0624
SLV,El Salvador,Medium,LAC,125,62.5504,63.8556,64.6574,65.2351,65.8384,66.3297,67.0758,67.8953,68.4785,69.3793,69.8647,69.5982,70.2324,70.1401,70.3402,70.4403,70.7732,71.1081,71.4236,71.5756,71.8478,71.8589,71.8313,71.7711,71.7464,71.8143,72.0248,72.3108,72.5546,72.5586,71.0609,70.7479
SMR,San Marino,Very High,,44,78.6696,78.8539,78.8439,78.9294,79.2137,79.606,79.2439,79.6085,80.0336,80.2569,79.9486,80.4193,80.7656,80.7311,80.7028,81.2182,81.5574,81.853,82.2058,82.4928,82.6838,82.7619,82.575,82.3913,82.8949,82.927,82.9726,82.9161,82.9479,82.9863,79.5886,80.8786
SOM,Somalia,,AS,,47.1055,26.5647,27.3116,50.6485,50.3266,50.6005,50.4469,50.1947,50.6602,50.5245,50.6604,50.7403,50.7309,50.6139,50.5377,50.6606,50.5974,50.5147,51.1198,51.8533,50.563,51.3045,53.1611,53.8433,54.2773,54.857,55.0444,55.6536,56.3754,57.0776,55.9666,55.2803
SRB,Serbia,Very High,ECA,63,70.3146,70.7056,70.8839,71.0479,71.329,71.7694,71.5536,71.649,71.2427,69.7577,71.4392,72.3072,72.2585,72.4425,72.6165,72.7092,73.3551,73.6228,73.9388,74.0376,74.3753,74.7717,75.1062,75.605,75.7234,75.8172,76.2609,76.213,76.5115,76.704,75.4057,74.1923
SSD,South Sudan,Low,SSA,191,29.9353,30.1479,22.7245,22.7041,44.3836,30.9483,31.2966,32.2424,18.3852,43.2228,46.0277,46.8807,47.4915,50.2529,50.9167,51.5455,52.0162,52.8565,53.5375,53.8912,54.8118,54.9396,55.8651,55.7509,54.9727,55.5665,55.5437,55.3094,55.9495,55.912,55.4801,54.9752
STP,Sao Tome and Principe,Medium,SSA,138,61.471,61.4289,61.2837,61.138,61.069,61.0556,61.0971,61.181,61.1868,61.3934,61.6554,62.0316,62.6003,63.166,63.7311,63.7089,64.3982,64.7239,65.0786,65.1157,65.2486,64.9017,65.7457,66.3275,66.8452,67.2491,67.4917,68.2666,68.3549,68.5231,67.7848,67.5912
SUR,Suriname,High,LAC,99,64.2298,64.4532,64.6503,64.9799,65.272,65.3371,65.6683,65.697,65.594,65.4434,65.5077,65.4821,65.5313,65.5963,66.4163,67.0025,67.5713,68.204,68.8162,69.5048,69.8945,69.9141,69.7644,69.6816,69.7824,70.8003,71.5924,72.417,72.5532,72.2423,72.5615,70.2743
SVK,Slovakia,Very High,,45,70.8202,70.9224,71.3665,71.8817,72.3307,72.255,72.7398,72.6902,72.5742,72.9641,73.1407,73.5726,73.7669,73.82,74.2186,74.1572,74.4167,74.4951,74.8642,75.217,75.495,76.0166,76.1746,76.5121,76.847,76.6493,77.2146,77.219,77.264,77.6851,77.0054,74.9101
SVN,Slovenia,Very High,,23,73.5151,73.2782,73.5449,73.4681,74.0725,74.5783,75.0773,75.1779,75.341,75.7203,76.1957,76.5433,76.7904,76.6721,77.4848,77.7151,78.4191,78.5936,79.1346,79.2704,79.7039,79.9905,80.1284,80.336,80.9406,80.8218,81.1577,81.0714,81.3581,81.6042,80.4409,80.6904
SWE,Sweden,Very High,,7,77.5883,77.7281,78.0709,78.1352,78.7465,78.8214,79.0435,79.2711,79.4155,79.5079,79.7382,79.8359,79.9347,80.195,80.5462,80.621,80.8317,80.9697,81.1371,81.3631,81.5187,81.7581,81.7296,81.9348,82.2233,82.1834,82.3391,82.4382,82.5326,83.0524,82.4274,82.9833
SWZ,Eswatini (Kingdom of),Medium,SSA,144,63.0719,62.6853,61.7346,60.233,58.2678,56.1477,53.8727,52.0436,50.3326,48.7331,47.2561,45.9751,44.4856,43.3485,42.5381,42.1254,43.1196,43.6411,44.1749,44.6394,46.6191,48.1946,49.8352,51.4863,53.0497,55.0192,56.6591,57.8951,59.4114,60.5492,59.6922,57.0657
SYC,Seychelles,High,SSA,72,69.0142,68.9347,69.0824,69.0419,68.976,68.5282,68.9309,68.9981,69.8642,69.5445,69.7218,69.9853,70.3955,70.9818,71.1618,71.5618,71.8336,72.1124,72.3969,72.6881,72.9703,73.7537,73.6428,73.7807,73.7495,73.6979,73.6425,73.8027,73.9529,74.169,73.5324,71.2945
SYR,Syrian Arab Republic,Medium,AS,150,69.8172,70.0357,70.2625,70.1929,70.1414,70.4163,70.3465,70.2826,70.1958,70.425,70.7639,71.6439,71.9394,72.4137,72.4747,72.7685,73.3495,73.7088,73.5508,73.8527,73.8808,73.3053,66.7687,63.8265,63.1529,65.1239,65.9933,68.4811,70.145,71.8224,72.1399,72.0627
TCD,Chad,Low,SSA,190,44.6856,45.9412,46.1019,46.3178,46.4492,46.7106,47.013,47.2168,47.2243,47.3724,47.443,47.8496,47.9462,48.2063,48.2317,48.3122,48.2863,48.751,49.0239,49.1963,49.5843,50.009,50.5401,50.7806,51.202,51.5888,52.0834,52.3076,52.8253,53.2594,52.7774,52.5254
TGO,Togo,Low,SSA,162,54.3697,54.2682,54.2992,54.1953,54.0366,54.0366,54.0981,54.1922,54.1994,54.5381,54.742,54.8597,55.3112,55.6392,55.5695,55.9618,56.2219,56.5106,56.6948,57.0106,57.3042,57.9246,58.073,58.6841,58.8534,59.3958,59.5501,60.1544,60.244,60.9011,61.035,61.6194
THA,Thailand,Very High,EAP,66,70.4449,70.7168,70.8853,71.0678,71.2265,70.9475,71.6525,72.5005,72.8623,72.5419,72.3156,72.6127,72.9296,73.1546,73.0797,73.8202,74.9381,75.1872,75.4916,75.8416,76.1313,76.4212,76.7721,77.0827,77.4153,77.7166,78.0489,78.3939,78.6622,78.9751,79.2739,78.7154
TJK,Tajikistan,Medium,ECA,122,61.879,61.3789,55.0738,52.8669,57.4796,59.3379,59.1285,60.3482,61.5186,62.6206,63.2596,64.0569,64.8464,65.5521,66.0284,66.5143,67.0127,67.2169,67.6884,68.0386,67.742,68.1485,68.4841,68.8848,69.0693,69.3059,69.5493,69.9047,70.3532,70.8674,67.9942,71.5942
TKM,Turkmenistan,High,ECA,91,63.939,64.0346,63.8752,63.8037,63.7559,63.684,63.5957,63.6456,64.1056,64.5177,65.0258,65.1555,65.3846,65.7459,66.0747,66.0683,66.4989,66.8948,67.407,67.9583,68.2933,68.567,68.7225,68.7401,68.6135,68.7816,68.7774,68.9158,68.7963,69.0016,68.687,69.2644
TLS,Timor-Leste,Medium,EAP,140,44.9535,44.9849,46.2758,47.2535,48.2516,48.0238,48.816,49.5172,49.1235,45.7011,58.5676,59.3619,60.1483,60.8707,61.6281,62.3283,63.0731,63.7229,64.329,64.8539,65.3036,65.6965,66.0812,66.4396,66.7865,67.1373,67.4461,67.7454,68.0167,68.2684,68.4755,67.7369
TON,Tonga,High,EAP,91,67.2943,67.5176,67.6864,67.8548,68.0145,68.1699,68.3229,68.4904,68.6423,68.8086,68.978,69.127,69.3348,69.4946,69.6704,69.7682,69.8939,70.0478,70.164,70.0121,70.3234,70.3809,70.442,70.505,70.5405,70.607,70.661,70.7133,70.7787,70.8715,70.9276,70.9857
TTO,Trinidad and Tobago,Very High,LAC,57,68.272,68.8595,68.3914,68.8113,68.5109,69.17,69.0086,68.719,69.1599,68.3771,69.1022,69.6462,70.4878,69.729,71.0756,71.3077,71.256,71.6523,71.4697,73.126,72.7254,73.2779,73.7159,73.9623,74.2152,74.5032,74.281,74.2301,73.8018,74.2279,74.4056,72.9709
TUN,Tunisia,High,AS,97,70.1103,70.5211,70.7015,71.2347,71.6145,71.9876,72.3796,72.8634,73.1687,73.5081,73.6901,73.8156,74.0595,74.3054,74.4902,74.7642,74.9215,75.072,75.1846,75.2667,75.4206,75.4595,75.5498,75.6502,75.6497,75.6919,75.7861,75.8448,75.9501,75.9933,75.2923,73.7719
