ISO3,Country,hdicode,region,hdi_rank_2021,gnipc_1990,gnipc_1991,gnipc_1992,gnipc_1993,gnipc_1994,gnipc_1995,gnipc_1996,gnipc_1997,gnipc_1998,gnipc_1999,gnipc_2000,gnipc_2001,gnipc_2002,gnipc_2003,gnipc_2004,gnipc_2005,gnipc_2006,gnipc_2007,gnipc_2008,gnipc_2009,gnipc_2010,gnipc_2011,gnipc_2012,gnipc_2013,gnipc_2014,gnipc_2015,gnipc_2016,gnipc_2017,gnipc_2018,gnipc_2019,gnipc_2020,gnipc_2021
AFG,Afghanistan,Low,SA,180,2684.550019,2276.289409,2059.868084,1525.533426,1087.96189,1339.087122,1332.30721,1230.26129,1149.90239,1071.800919,984.9974338,894.0245886,1267.628852,1401.324413,1384.695729,1435.19173,1518.767846,1811.166659,1753.066993,1884.200863,1938.315627,1999.653042,2125.862821,2193.553936,2178.507021,2101.589319,2077.566899,2085.487571,2054.939895,2097.88945,1997.852149,1824.190915
AGO,Angola,Medium,SSA,148,4845.706901,5405.349257,2073.90239,2034.215197,1557.198363,3411.90693,3372.994265,3980.79539,3902.583775,3524.189975,3690.604857,3900.710372,4659.954466,4684.384828,4929.945484,5390.699648,5672.126464,6359.181376,6490.787737,6999.175405,6911.740241,6885.53639,7280.845666,7478.104777,7704.231949,7652.656486,7189.426672,6861.575738,6381.521946,6082.746624,5593.14206,5465.617791
ALB,Albania,High,ECA,67,4742.215529,3358.087827,3080.746654,3538.885493,3940.312045,4583.051036,5044.975175,4496.163681,4952.596957,5595.612697,6065.195257,6645.348336,6920.555095,7341.564007,7756.648389,8197.993857,8814.501734,9399.46896,9962.442236,10153.09601,10643.05764,11056.64517,11146.26303,11552.98247,11691.64829,12016.2976,12484.6242,12802.14831,13302.70596,13485.31124,12996.76291,14131.11039
AND,Andorra,Very High,,40,43773.1465,43175.1476,41935.7872,40085.31589,39923.54588,40270.7679,41014.57879,44756.59597,46319.68664,48047.57776,47849.49243,50235.66715,50489.27491,52529.42795,54521.78059,55553.50369,56696.60874,56399.72175,52516.10603,49377.46694,48410.27165,48812.02903,47126.81461,46385.0952,48483.72032,49936.87454,52267.73832,52650.22576,53483.30663,54465.0474,47878.66664,51166.62661
ARE,United Arab Emirates,Very High,AS,26,102433.136,96250.29036,93043.47737,92505.3311,96784.42694,101303.2758,101490.2439,103567.0353,99915.7695,98569.19252,104640.2807,103519.0537,96736.92556,97761.53732,98236.07759,92443.55639,88502.51225,79459.26304,69814.63137,59017.26106,54911.24407,56152.06467,57445.95475,60005.69536,62573.50531,65577.51224,66881.32974,67667.50846,67195.09523,68590.90094,63016.40122,62573.59181
ARG,Argentina,Very High,LAC,47,13597.68636,14803.99888,15940.72602,17132.68448,17874.84399,17091.77126,17782.84547,18984.60422,19427.08332,18535.78094,18180.44981,17153.2977,14727.85071,16057.21074,16058.54354,17271.06449,20131.40256,21872.98639,22558.47112,20884.44997,22734.96712,23944.3551,23557.51314,23915.41972,23087.86964,23508.76738,22694.2851,22996.67142,21924.73119,21197.74104,19178.33184,20925.26814
ARM,Armenia,High,ECA,85,5210.201884,4633.9383,2741.695896,2560.861392,2752.65061,3097.536757,3334.672127,3596.499376,3778.688421,3923.756144,4178.388592,4602.441726,5264.791554,6031.859191,6753.741256,7747.421747,8881.593116,10262.08008,11125.75363,9428.797679,9745.427269,10072.89566,10830.55372,11351.53875,11518.60475,11774.34934,11570.46772,12541.16263,12933.83405,13847.90825,12454.14508,13157.9939
ATG,Antigua and Barbuda,High,LAC,71,13560.30944,14154.41386,14185.23142,14895.35744,15516.76116,14501.13254,15209.58976,15843.65803,16310.15498,16557.38996,16065.83719,15678.54545,15586.60406,16396.23817,16972.51905,18213.73908,20253.5277,21792.18713,21504.71644,18698.75383,17233.05965,16539.63424,16745.79664,16722.97555,17119.31079,17679.66135,18421.76805,18775.95101,19857.12506,20600.95888,16265.29515,16792.36595
AUS,Australia,Very High,,5,29069.15488,28846.41579,30007.87767,30994.67247,31444.1912,32280.32494,33260.0375,34482.04196,35853.05196,36955.25519,37296.64145,38413.32271,39098.35275,40207.44158,40599.52063,41039.08996,41648.29006,42531.66846,42767.77538,42644.38741,42840.45928,44205.31566,44878.41764,45260.60917,45851.64201,46307.57617,46558.17827,47085.22714,47487.64407,47312.192,47078.24446,49238.43335
AUT,Austria,Very High,,25,38902.26267,39777.96789,40438.79593,40348.79883,40981.36293,41623.42655,42493.16783,43139.89851,44553.74381,45450.38304,47031.30264,47170.8938,48192.81367,48499.13214,49555.32049,50119.4083,51755.56802,53226.17902,54019.90627,51759.08206,52538.42144,53124.04133,52887.1943,52625.83517,52720.29769,52450.23877,53662.57417,53665.02668,54587.74445,55323.03915,51574.18306,53618.67138
AZE,Azerbaijan,High,ECA,91,7664.923538,7492.116393,5710.440705,4329.430055,3432.851857,2984.995309,2987.724673,3135.094917,3439.324499,3800.755097,3950.606449,4269.774168,4600.462762,5000.826699,5269.435457,6282.770808,8305.227742,9998.115702,11490.25501,12823.27086,13476.36462,12980.47536,13262.756,13958.10444,14481.31337,14405.94934,13401.18041,13587.53119,13502.96367,13838.46183,13567.9371,14256.74456
BDI,Burundi,Low,SSA,187,1124.247756,1169.362419,1161.764398,1061.41947,1009.199532,924.4378387,831.6358509,828.9864418,862.6893416,838.8970676,840.888229,815.3949158,826.9496615,787.9544301,794.6123457,786.2207272,809.5529235,812.5069795,825.7337431,823.7437753,841.7400149,846.0294333,860.4779094,878.1187171,884.172209,824.8696219,794.5204667,772.4022889,763.4331718,753.9089436,735.7371044,731.7867086
BEL,Belgium,Very High,,13,37310.42543,38013.54744,38437.90313,38288.6253,39684.17044,40409.00945,40705.62742,42112.15687,42943.50772,44046.86365,45184.55302,45220.35759,45852.84486,46045.2601,46978.0485,47530.82806,48260.64006,49710.56168,49018.84914,48339.3418,48513.05855,47497.60421,48583.46685,48783.26894,49281.30405,50027.9913,50509.14666,50904.68909,51249.2268,52434.09838,49391.99684,52293.39977
BEN,Benin,Low,SSA,166,2133.210151,2158.402859,2103.089444,2189.507042,2150.324695,2209.397795,2234.511198,2306.682939,2345.937443,2404.362657,2469.91732,2523.018686,2554.028995,2561.774921,2598.742731,2574.887284,2595.968923,2669.77976,2735.152274,2715.078222,2689.895595,2704.030136,2743.557061,2861.120591,2962.296501,2922.065347,2935.45155,3010.902854,3128.748762,3254.245627,3288.470605,3408.965923
BFA,Burkina Faso,Low,SSA,184,1015.912861,1078.192223,1051.290435,1056.124309,1039.992607,1073.016505,1166.480628,1202.001152,1254.044387,1311.992586,1296.385096,1339.997871,1351.374493,1412.458571,1437.419425,1513.509675,1571.988433,1587.915108,1628.534648,1613.597246,1667.904627,1705.359774,1788.801284,1834.881492,1827.353699,1839.270697,1893.155373,1967.634052,2050.921164,2055.318806,2038.513202,2117.915916
BGD,Bangladesh,Medium,SA,129,1554.41105,1571.95081,1624.95314,1669.134671,1704.703214,1752.201722,1784.552632,1828.576381,1883.766462,1935.796364,2002.466767,2060.796157,2119.639046,2182.321491,2267.950353,2383.031073,2538.234965,2702.966271,2862.599524,2979.60677,3116.663201,3273.90474,3462.220186,3614.372724,3742.516573,3936.276588,4142.902911,4339.489843,4642.820099,4964.471473,5108.160545,5472.104781
BGR,Bulgaria,High,,68,11851.63683,10800.27353,10936.07291,10854.43523,11071.07509,11353.81814,11912.13146,10332.50584,10910.83622,10095.10712,10504.18168,11391.04589,12537.37885,13246.32385,14159.0894,15148.39757,15883.00705,16242.10842,17810.91699,17596.3557,18187.954,18481.03764,19080.57753,18915.57655,19464.43982,19798.96986,20532.41676,20986.65463,21585.23735,22731.96643,22020.49393,23078.95595
BHR,Bahrain,Very High,AS,35,40832.91015,40541.1388,44961.34704,47336.6795,44942.11993,46012.82465,46524.2326,44964.46175,46148.77687,46540.36999,48245.60973,46688.04118,45252.0311,45686.40899,45911.57734,46319.98102,45894.28762,46240.60324,44570.19075,40302.74097,40338.60774,37755.99605,43372.15056,44935.818,45615.58247,45441.14762,45331.79071,45033.83054,43818.92053,42664.29218,39030.38571,39497.24788
BHS,Bahamas,Very High,LAC,55,36393.867,34188.60611,33169.54419,32220.53644,32643.14922,38786.12237,42678.66489,36785.57838,34590.18534,38865.67228,39901.26785,40073.99923,40554.62262,39519.27671,39247.84764,39692.55098,39840.39471,39614.97103,38684.88747,36134.3892,35920.83007,35756.02322,36161.31277,34438.39196,34482.273,34554.60314,34055.54939,34332.57146,34103.97568,34676.98987,29190.8387,30486.18429
BIH,Bosnia and Herzegovina,High,ECA,74,,,,,,2206.329772,3659.219725,5134.227243,7641.901557,8062.069255,8294.651049,8400.514285,8712.116745,8953.121081,9409.580826,9715.09198,10148.07381,10747.7794,11436.10705,11165.23084,11116.65297,11267.26683,11345.89492,11878.91698,12166.00844,12719.39655,13215.3302,13638.41935,14303.17629,14849.1165,14381.63676,15241.91465
BLR,Belarus,Very High,ECA,60,8894.805389,8784.014627,7923.32316,7305.005247,6434.308831,5787.360166,5979.614061,6672.30761,7264.557288,7558.437734,8028.452223,8453.031345,8938.620442,9665.460132,10839.19248,11924.92172,13185.10539,14317.12858,15829.20304,15795.33242,17009.02011,17880.6942,18187.94372,18128.3195,18522.02546,17544.19914,17070.03342,17666.60161,18282.24546,18702.53072,18307.70473,18848.96704
BLZ,Belize,Medium,LAC,123,4743.719883,5186.014425,5673.896736,5904.410378,5722.466023,5653.391991,5530.133994,5560.387565,5485.373795,5709.69359,6172.05154,6175.395903,6314.851064,6622.584104,6631.299416,6639.189164,6783.15037,6482.838471,6581.705358,6801.750993,6626.182113,6807.410431,6727.632762,6677.827034,6746.986802,6960.046024,6766.32689,6709.03456,6699.038968,6676.34074,5897.150457,6309.099778
BOL,Bolivia (Plurinational State of),Medium,LAC,118,4352.021297,4514.77491,4546.299023,4640.757945,4782.391567,4901.615566,5023.763057,5183.911654,5367.560988,5262.26532,5275.462989,5267.650673,5296.847675,5275.975292,5355.225273,5518.227019,5702.749959,5847.291121,6132.917282,6198.642658,6292.090086,6535.789314,6608.287066,6937.038027,7313.415069,7718.194007,8056.443085,8174.492977,8443.883853,8542.603358,7756.177294,8111.190194
BRA,Brazil,High,LAC,87,10253.78902,10211.33142,10017.57126,10283.33104,10554.70878,11087.6094,11019.85187,11160.76534,10889.91945,10697.77103,11279.41358,11240.23556,11415.26383,11423.91049,11962.88351,12212.20034,12605.81821,13284.63248,13778.06542,13653.35701,14414.12776,14925.8874,15088.3882,15584.11902,15454.76924,14780.05656,14143.48937,14253.07502,14258.48421,14367.23924,13790.71143,14369.88848
BRB,Barbados,High,LAC,70,13594.20455,13051.74314,12132.63022,12095.37287,12510.72268,12653.23493,13085.07863,13722.68148,13228.00828,13195.82529,14618.5984,14156.50351,14165.7625,14481.64926,14575.59807,15061.56405,15600.36919,16222.2906,16072.74215,15335.66542,15208.6166,14444.82048,14760.85576,14453.26863,14407.77446,14687.44585,15022.36929,15079.36912,14963.39,14919.56235,12167.22012,12306.341
BRN,Brunei Darussalam,Very High,EAP,51,71470.70351,71643.86864,72948.56166,71145.64019,71414.06748,72688.87079,72937.95042,70173.57333,68213.20878,68769.74397,69253.41325,69715.97775,71007.97255,71721.93127,70852.47614,70020.91017,72083.47726,71648.00123,69405.81476,67384.0493,67481.43261,67386.7062,67317.78769,66079.80508,64338.12601,66409.2109,65044.6337,64617.63812,60975.67907,63963.47538,65077.71446,64489.53954
BTN,Bhutan,Medium,SA,127,2698.831813,2599.593118,2642.240219,2750.995332,2971.598089,2998.696994,3170.395202,3366.972156,3246.069155,3323.926386,4053.328053,4302.664419,4609.162319,4839.079151,5038.851741,5371.981959,5734.069908,6647.361095,6796.288288,7085.237559,7718.040284,8178.915986,8355.435085,8517.974126,8895.679604,9370.597632,9850.590693,10174.70961,10329.65877,10791.66865,9898.25027,9437.541512
BWA,Botswana,Medium,SSA,117,8240.459233,8911.463617,8996.807332,9248.497868,8475.365266,9189.493405,9111.306608,9851.078898,10123.28633,10202.43727,10064.83799,10241.81899,9753.010953,10365.39527,10337.11963,10776.31728,11501.98728,12301.25885,12863.84465,12064.50597,12580.34149,13459.90702,13995.38295,15007.46945,16148.37428,15177.91893,15856.54951,16144.88027,16285.69632,16308.08799,14696.02701,16198.31841
CAF,Central African Republic,Low,SSA,188,1300.800927,1288.378061,1237.469001,1193.532726,1207.605919,1242.401463,1116.526505,1160.333861,1181.061174,1236.152293,1223.767101,1211.684513,1177.813844,1079.487434,1077.583642,1087.79872,1070.650487,1100.152165,1143.959423,1168.897638,1218.180339,1259.221163,1317.845192,839.1221207,837.6309621,869.8259183,903.077833,959.3100891,1001.711793,1017.123239,974.4816457,966.0586107
CAN,Canada,Very High,,15,32265.05693,31151.3392,30860.22694,31256.54129,32194.40915,33083.65555,33501.50766,34544.13417,34953.18758,36659.40381,39187.81706,39215.06519,39652.78959,40744.97969,42348.34631,43853.09064,44888.05769,45839.73439,46460.70616,43109.91336,44528.55397,45969.25364,46117.10158,46909.89758,47500.43097,46417.51312,46340.41847,47702.63749,48156,48464.81227,45038.07302,46807.98619
CHE,Switzerland,Very High,,1,59117.40335,58052.23823,57232.92927,56785.73518,56462.67389,56748.24492,56773.48529,58380.08119,60456.57376,61773.29227,63978.24712,62986.74797,62426.86749,64688.8021,65556.80687,67985.55126,69488.94513,66954.0509,63027.03651,66727.65547,71188.41857,68805.06719,69805.01371,69539.14942,69019.26094,70410.26815,68993.42475,68167.80327,67771.6548,68432.68312,65011.21711,66933.00454
CHL,Chile,Very High,LAC,42,9441.116542,10021.48402,11052.43606,11662.75178,11939.25855,12867.24646,13623.26803,14454.45044,14996.25315,14667.5739,15184.59631,15543.3396,15777.36163,15913.68731,16471.77444,17110.97596,17183.47403,17994.32625,19316.13231,18935.55085,19744.92469,20732.94409,22097.83875,22815.82741,23261.50787,23730.28359,23781.35546,23458.6445,23908.86388,24077.24668,22285.86026,24563.24486
CHN,China,High,EAP,79,1468.498847,1581.297549,1777.646915,1981.356506,2198.045201,2361.387591,2571.202378,2786.751013,2964.657096,3171.528613,3416.481546,3666.403575,3988.393847,4376.641739,4805.650987,5299.359629,5969.088313,6810.158702,7457.824155,8056.029016,8846.375847,9589.872363,10346.76891,11012.37325,11866.35433,12552.18518,13332.38637,14224.86876,15067.74081,15933.50035,16201.35297,17504.39969
CIV,C̫te d'Ivoire,Medium,SSA,159,2811.295935,2680.047088,2616.359432,2555.206638,2570.104758,2673.78231,2721.200339,2885.574989,2949.011301,2855.935824,2789.544485,2739.914262,2638.712192,2569.69097,2557.54835,2547.485293,2529.149232,2518.41373,2531.950678,2598.383885,2702.006924,2505.976647,2667.825058,2843.258121,4150.413316,4322.056408,4512.459543,4686.900473,4839.893305,5074.644595,5026.387169,5217.448516
CMR,Cameroon,Medium,SSA,151,3262.451152,2988.267429,2843.474659,2552.668611,2511.078298,2509.839046,2544.393308,2583.893283,2665.582055,2723.172093,2703.217548,2729.325528,2805.071743,2940.1538,3097.533124,3069.366733,3140.019847,3160.077736,3180.47495,3207.31946,3193.326015,3211.002,3252.776182,3310.463486,3443.009493,3522.297048,3574.466975,3597.973425,3642.735667,3661.937532,3586.252712,3620.932408
COD,Congo (Democratic Republic of the),Low,SSA,179,1693.088418,1495.463703,1283.041894,1098.405542,954.1702566,910.5617749,948.6950212,868.9459518,840.0939644,758.1630176,739.7183168,682.7687376,694.6491382,716.6075257,737.6148018,748.526471,771.2121592,787.4530548,787.4567239,803.1350885,829.903219,847.5357676,870.2847181,875.3660951,931.7848699,982.6495957,1034.917766,1029.883308,1057.24868,1064.472827,1050.778706,1076.098781
COG,Congo,Medium,SSA,153,4373.460798,4406.928262,4511.057681,4132.073586,3903.762345,3170.192248,3194.827434,3480.138823,3803.438416,3177.952241,2976.653758,3230.945263,3290.455602,3191.787052,3047.117273,3434.684511,4019.713418,3633.151826,3798.545614,4439.713963,4636.256784,4475.862804,5053.148534,5077.679948,5507.312883,5080.41431,4304.605561,3639.791356,3264.475827,2974.265175,2966.269817,2889.283521
COL,Colombia,High,LAC,88,7932.945509,7978.104071,8174.492145,8526.156226,8940.705583,9243.606085,9230.173967,9376.680714,9318.106668,8792.958415,8857.491795,8842.336134,8907.760604,9056.6122,9396.847131,9810.986659,10322.92873,10836.54977,11003.14824,11049.10671,11347.09702,11930.28232,12344.80859,12902.5132,13432.16118,13901.52184,14044.84239,13912.22581,13941.33097,14240.59041,13184.95894,14384.35666
COM,Comoros,Medium,SSA,156,3055.134915,2807.815268,2987.990558,2976.93156,2733.400249,2757.075455,2643.4974,2676.236203,2635.651969,2621.912973,2835.226352,2833.279609,2819.701219,2809.279741,2793.377201,2807.43761,2815.050757,2781.470119,2813.153019,2835.601604,2874.53591,2921.369471,2940.241995,3004.90976,2999.136448,2970.772257,3003.504354,3049.006179,3062.31206,3099.801214,3156.041454,3142.064119
CPV,Cabo Verde,Medium,SSA,128,2847.479104,2808.119044,2815.657419,2931.845556,3040.184083,3170.182181,3291.809786,3471.863004,3676.427075,4017.012843,4183.43316,4432.068168,4529.796578,4696.459281,4816.726948,4982.602145,5382.716558,5895.209969,6177.304139,6028.950962,5928.474752,6119.907189,6087.399757,6106.201391,5970.961186,6035.221038,6250.87307,6413.999141,6701.611822,7017.10024,5897.676779,6230.200199
CRI,Costa Rica,Very High,LAC,58,9497.759187,9651.643494,10292.10424,10757.17708,11100.54365,11231.14695,11160.64884,11489.22546,11911.83567,11947.69719,12062.54245,12260.63178,12476.34459,12814.32252,13244.914,13647.15678,14575.16346,15613.4116,16242.12399,15661.61363,16318.32297,16811.46478,17457.3481,17594.06705,17919.03127,18327.60822,18902.33613,19283.51036,19562.35999,19684.85681,18753.91088,19974.27358
CUB,Cuba,High,LAC,83,5270.81556,4686.090473,4135.772262,3500.641719,3508.315058,3554.707498,3825.443167,3916.321718,3911.467378,4133.423944,4351.611279,4495.398917,4548.737109,4706.492493,4961.62689,5524.000434,6210.383745,6635.849547,6910.944542,6952.556565,7150.053355,7394.688924,7617.849884,7822.470876,7878.597597,8217.14833,8241.72571,8388.369,8573.741653,8748.733509,7809.171181,7878.847482
CYP,Cyprus,Very High,,29,25084.19268,24640.40307,26215.73262,25800.59511,26731.88149,27215.2925,27179.62974,27320.8453,31186.33597,29629.88495,30130.96033,31445.64494,32968.1778,33777.23402,34414.63552,35764.9257,36709.9118,37411.12839,39755.01226,38446.04876,37768.06792,38482.67954,35413.63337,33007.80248,32270.91228,34243.04912,35044.10672,37163.37655,38543.68022,39568.03192,36519.29668,38188.42152
CZE,Czechia,Very High,,32,22486.80598,19864.26332,19751.08901,19892.24668,20466.80234,21614.32465,22835.26588,22811.20665,23308.0811,23526.57591,24150.30243,25150.54009,25882.91151,26926.83301,27986.72327,29410.2889,30366.83164,32009.06748,32404.22888,30787.99206,30855.38786,30812.07437,30967.18755,31223.31804,32119.85559,33841.91996,34856.11653,36626.68558,37668.16678,38505.63917,37551.07049,38745.21386
DEU,Germany,Very High,,9,36587.31592,37705.49942,38540.84607,38069.03107,38764.17249,39440.76337,39671.02375,40085.22474,40941.19258,41707.45913,42394.86412,42973.74653,42877.62022,42784.99946,43999.04832,44193.77053,46045.61338,47424.29974,47413.82063,46040.43366,47554.22563,50108.04686,50123.5299,50314.54101,51268.8727,52200.62642,53349.82314,54335.96281,54981.27749,55564.96736,53077.54364,54534.21682
DJI,Djibouti,Low,AS,171,1918.598699,1817.869917,1876.633523,1969.164335,1879.908857,1968.301198,1823.532233,1857.228252,1800.507591,1850.682006,1834.339348,1822.11807,1859.707299,1996.972342,2061.305418,2097.574162,2329.191906,2411.423737,2496.956924,2803.308019,3084.829457,3423.743208,3807.416605,3984.464639,4205.491821,4453.630735,4561.666499,4660.30902,4981.659056,4916.643954,4901.144274,5024.993944
DMA,Dominica,High,LAC,102,8659.548361,8532.133123,8650.469562,8755.249351,8165.658711,8268.568307,8417.721178,8747.436009,9186.386446,8926.625756,8853.514443,9288.801447,8905.835,9489.095199,9611.612747,9765.248771,10657.23036,11226.64924,12103.08802,12108.08812,12295.14706,12236.06264,12114.5372,11997.30479,12533.22462,11929.38956,12361.6883,11060.97853,12211.41123,12694.12057,11133.41849,11487.62422
DNK,Denmark,Very High,,6,36106.21677,36333.6256,37408.0159,37441.46318,39298.87086,40527.83666,41577.80365,42849.76659,43710.75025,44915.59178,46139.8559,46682.5017,46964.49154,47246.86269,49044.98698,50870.24906,52740.8252,52452.14616,52701.39845,49626.18855,51409.125,51652.6725,51814.35144,52812.58307,53998.28993,54690.48924,55471.41408,56568.41589,57549.14584,58650.26154,58143.77306,60364.78595
DOM,Dominican Republic,High,LAC,80,5941.065938,5917.782034,6453.482482,6690.139357,6784.885218,7048.243521,7397.389439,7919.734845,8299.853678,8632.926096,8917.383134,8998.862406,9273.289374,8803.884372,8739.67852,9742.487438,10546.32662,11175.89734,11557.87602,11518.0918,12327.3468,12529.5448,12707.22497,13067.09635,13814.06229,14694.1036,15462.20861,15941.67145,16958.43305,17572.69314,16164.89952,17989.60037
DZA,Algeria,High,AS,91,8512.436516,8094.818491,8123.264461,7837.072107,7576.303703,7662.601491,7826.571624,7830.179146,8142.569213,8252.437526,8392.02018,8655.406542,8959.828434,9488.768809,9719.483869,10049.69754,10137.74673,10563.37199,10694.43513,10666.52497,10918.46514,10945.42525,11066.79725,11077.58045,11242.29072,11421.66895,11707.07707,11562.26587,11344.17458,11241.86472,10530.29914,10800.22546
ECU,Ecuador,High,LAC,95,7642.568196,7900.167909,7992.61883,8054.395535,8244.368422,8277.378363,8216.919279,8426.618844,8489.529609,7743.162499,7662.708399,7967.029533,8191.207779,8250.353256,8747.668,9107.982948,9385.692493,9414.638342,10007.24798,9944.187625,10194.3705,10814.2554,11255.83603,11633.97078,11887.546,11685.75729,11334.76401,11346.37257,11242.31215,11034.20422,10031.66906,10311.63273
EGY,Egypt,High,AS,97,5930.181584,6057.706852,6186.818204,6234.452425,6348.930058,6520.383927,6716.140759,6943.988418,7210.002975,7464.909404,7781.349908,7956.988192,7914.592709,7996.626524,8162.00652,8372.627871,8859.168738,9360.118933,9845.396806,10039.03033,10135.98601,10031.42871,10055.57658,10016.17801,10099.75288,10382.27283,10646.46932,10801.02662,11079.03334,11335.87708,11581.07981,11731.69056
ERI,Eritrea,Low,SSA,176,876.2774342,975.85779,1090.351108,1241.240924,1414.426118,1743.149377,1747.274289,1920.516141,2083.214946,2101.157487,2037.912339,1717.670154,1778.608449,1742.772915,1617.967545,1587.75206,1525.17679,1509.082026,1185.857064,1305.673707,1419.075943,1761.437803,1774.709504,1573.960206,2042.185269,1605.846784,1707.304054,1519.965541,1698.200078,1740.988576,1706.02641,1728.742667
ESP,Spain,Very High,,27,26586.92295,27389.70698,27598.65085,27210.49062,27291.10724,28369.9087,28953.25213,29978.92556,31386.59797,32774.80357,34019.57287,35079.38017,35942.07889,36636.38435,37084.7127,37716.50403,38471.31913,39006.60339,38414.47578,37392.93155,37173.6819,36262.31549,35416.02265,35204.72455,35796.00345,37383.58643,38616.27705,39543.65687,40234.64314,40725.59088,36515.96007,38353.60164
EST,Estonia,Very High,,31,14002.39524,13019.00531,10715.52519,9873.967388,9941.125851,10714.38942,11358.34839,12546.47645,13308.77234,13232.41404,14343.06663,15348.37013,16735.13159,18328.27247,19903.35156,22401.96281,24970.23614,27118.50402,26732.76546,23779.67758,23797.52137,25900.41923,27110.35149,28361.78899,29532.96608,30361.38783,31594.42466,33040.70655,34552.40442,35879.58776,35131.82128,38048.26372
ETH,Ethiopia,Low,SSA,175,762.7729166,683.3588842,599.818088,651.5432319,650.7207585,671.4044156,741.3993458,741.0600074,690.4132426,705.3551163,725.5751661,762.6794716,753.0997134,716.1089839,790.068285,863.3035094,929.7011055,1009.775687,1088.185603,1149.158272,1256.754166,1358.033249,1434.245449,1541.762481,1652.126111,1771.947958,1888.608252,2009.557746,2093.520321,2204.805408,2279.637186,2361.069604
FIN,Finland,Very High,,11,34652.00906,32163.27132,30575.1739,29991.06614,31434.50915,33090.51654,34001.27012,36444.33346,38587.42336,40255.56333,42005.37419,43299.22704,43781.2127,43648.97069,45477.02184,45949.01811,47282.47742,49146.72006,48714.47858,45128.28495,46138.47385,46338.34586,45340.26397,44871.50214,45016.4823,45628.12268,46502.46698,47593.88701,48369.87096,48901.80936,47946.32854,49452.16672
FJI,Fiji,High,EAP,99,8473.928246,8462.841698,8379.900569,8294.048161,8471.08617,8818.262502,9150.872522,8815.425886,8698.71527,9394.94336,9601.003577,10208.9463,10459.30106,10676.60125,11479.65509,10408.11395,10362.86794,10253.04545,10272.90259,10244.2737,10190.36561,10425.71399,10486.08722,11174.36971,11465.92201,11790.47851,12105.32007,12367.93824,12916.60463,12526.24293,10452.22264,9980.110866
FRA,France,Very High,,28,33964.23084,34031.95186,34485.28355,34232.17801,34801.77278,35317.92612,35786.41186,36621.91485,37927.29301,39296.61782,40105.28572,40712.07336,40731.98644,40867.81425,41636.07419,41993.32952,42662.02398,43565.31439,43428.98144,42321.56699,42771.58715,43324.1221,43009.1157,43213.27903,43562.21508,44323.97472,44814.41572,45584.57087,46162.6579,46963.19576,43047.83087,45937.05273
FSM,Micronesia (Federated States of),Medium,EAP,134,3403.066742,3564.224037,3611.756334,3811.234761,3714.745324,3919.678535,3767.750751,3534.103801,3643.813025,3708.873621,3901.334129,3994.639735,4021.8568,4089.861687,3974.222704,4074.055525,4100.151841,4060.781798,3997.154642,4063.529719,4157.561384,4268.065578,4145.985992,3940.037944,3794.663738,3917.472512,3905.073744,3964.990171,3931.792925,3937.054173,3826.862912,3696.173945
GAB,Gabon,High,SSA,112,16797.8789,17391.74323,16035.15755,16055.79693,16581.94423,16747.89198,16872.74997,17270.41821,18104.29599,15754.21381,13984.59727,14764.01959,14911.80771,14630.97646,13487.75028,14167.18205,12684.60798,12761.80426,11746.06418,12315.62191,12107.36342,11980.61836,13013.32314,13459.73799,14661.96273,14167.7361,14170.45668,14058.19505,13359.91549,13061.89403,13414.57302,13366.93455
GBR,United Kingdom,Very High,,18,30951.71296,30605.64788,31001.96039,31663.94445,33332.3481,31384.66716,31969.15701,34071.49387,35707.68553,36363.83257,37777.78716,38719.04616,39849.42208,41064.69224,41786.38488,42785.2434,43021.0528,43316.41229,42389.3105,40680.05753,41666.51526,41872.23405,41700.4797,42026.76323,43236.64235,44136.35045,44729.56153,45771.00186,46225.87833,47251.76897,42374.7622,45224.76564
GEO,Georgia,Very High,ECA,63,10663.57705,8447.653745,5057.072623,3369.207899,3108.91041,3221.36709,3673.312951,4431.338006,4778.907426,5041.403463,5177.917047,5359.042381,5701.791828,6349.272137,6808.534925,7462.036105,8269.276483,9188.958856,9302.195863,9036.256313,9581.980186,10268.19764,11196.55969,11544.51495,12111.97028,12334.6582,12382.40144,12924.2182,13697.40109,14314.32324,13329.53028,14664.16825
GHA,Ghana,Medium,SSA,133,2366.337969,2422.708492,2449.04456,2486.908352,2493.700913,2526.034238,2575.866455,2617.059824,2670.603801,2718.790179,2741.245044,2822.713438,2884.582198,2959.680415,3039.419284,3180.035017,3260.440634,3316.812651,3534.016583,3614.713207,3757.458926,4120.795406,4303.46166,4623.712983,4537.170026,4637.531298,4642.154745,4863.976199,5071.995858,5307.445765,5601.428197,5744.504017
GIN,Guinea,Low,SSA,182,1403.242987,1399.276669,1424.105518,1483.386551,1508.464125,1537.814313,1573.195988,1601.432364,1625.763797,1676.224533,1682.898964,1697.464723,1786.187381,1813.181261,1811.611478,1826.416143,1760.550225,1839.301032,1866.20868,1784.393267,1850.039797,1894.945895,1969.292299,1933.790491,1993.622758,2053.403321,2213.959111,2405.948119,2409.63997,2437.027146,2440.015962,2480.887182
